-0.001190886,0.088487857,2.499964436
0.602776245,0.118955295,2.498265328
1.117659144,0.206047782,2.485064386
1.468689614,0.33692548,2.5
1.622323961,0.493239304,2.219003084
1.485675215,0.650258322,-1.094007443
0.20228147,0.735425373,-2.486630557
-1.509161614,0.669423478,-2.499128004
-3.041704911,0.439451369,-2.485913869
-4.162400719,0.074900896,-2.498679255
-4.687976447,-0.373056794,-2.499999982
-4.589964851,-0.841656551,-2.499987326
-4.04957207,-1.276210565,-2.498002591
-3.331146755,-1.645707837,-2.485296813
-2.63872673,-1.943363412,-2.476684457
-2.081140208,-2.177984114,-2.499990045
-1.704552685,-2.365772818,-2.499746539
-1.507835665,-2.524891292,-1.48807901
-1.184168779,-2.658091781,-1.233913571
-0.938799264,-2.763065636,0.11571585
-0.409834319,-2.829715424,-0.766888414
-0.210896823,-2.860387705,-1.566341819
-0.287855208,-2.885036255,-1.879996437
-0.502263822,-2.924082891,1.123643497
0.132494108,-2.942336747,-1.454781456
-0.006402417,-2.936110298,-1.40826903
-0.131546121,-2.942929048,0.258623943
0.2359142,-2.937763503,-2.003544028
-0.057381797,-2.928949746,-1.625278875
-0.242106409,-2.943751337,-0.067285305
0.016403329,-2.954896068,-1.620291389
-0.199968203,-2.963970436,-0.134679533
0.010855679,-2.973308158,-0.334472707
0.161334186,-2.964797602,-1.166771528
0.079617304,-2.952895371,-0.683131311
0.15818024,-2.941144727,-1.617844916
-0.027192382,-2.934677489,-1.361934524
-0.137459212,-2.942815216,-0.517204478
-0.00828081,-2.95001253,-0.721190254
0.05671454,-2.947618007,-1.47384364
-0.101128478,-2.949816216,0
