2.941515939,0.108481552,1.929224996
2.995098733,0.949773355,2.435856367
3.134306773,1.799830338,2.498880679
3.34716705,2.404986996,2.498731453
3.603829681,2.668535764,2.399120566
3.867785011,2.55693894,1.577688979
4.093693245,1.924608454,0.837086996
4.236218781,0.908338502,-0.05077322
4.260133278,-0.431972976,-2.12763672
4.119983036,-2.353179243,-2.491918977
3.790933722,-4.17201831,-1.685681392
3.314051556,-5.258377033,-2.463924962
2.752769119,-5.830701347,-2.499017688
2.173261038,-5.649604481,-2.494294067
1.638436505,-5.004714691,-2.498754917
1.174078466,-4.301759976,-2.476714529
0.770425848,-3.827255845,-2.317870717
0.397605019,-3.70519119,-2.382951425
0.011631383,-4.106258675,-2.471628241
-0.445055999,-5.135763428,-2.490613908
-1.038047536,-6.830262906,-1.989482635
-1.819248101,-8.821370119,-2.495187249
-2.798266404,-10.60156882,-1.553835102
-3.879141821,-10.76254852,-2.469162469
-4.927511157,-10.1297441,-2.169352653
-5.910269066,-9.678706214,-0.268776258
-6.876912446,-9.883950017,-1.14664917
-7.938350206,-11.45506823,-1.771564884
-9.171320726,-13.01718648,-2.307678177
-10.4929222,-13.12904118,-2.499085428
-11.7712341,-12.47953482,0.22014813
-12.98728225,-12.12369793,-0.158756496
-14.25219086,-13.32283531,-1.545476341
-15.66427519,-14.67805769,-2.490758523
-17.13743797,-14.52158979,-2.294501792
-18.55608866,-14.03030575,0.507844068
-19.96112585,-14.37100799,0.538289842
-21.45716118,-15.45210488,-2.499999892
-23.03857701,-15.82256467,-2.427195236
-24.58606246,-15.21717178,0.551479454
-26.0939019,-15.28094808,0
